Id,Company_url,Company_ID,Company_Name,Headquarters,Website,Employees,Stock_Symbol,Ticker,Revenue,Phone,Siccode,Naicscode,Description,Industry,Company_Logo_URL
11,https://www.zoominfo.com/c/%d7%91%d7%a8%d7%99%d7%99%d7%a0%d7%a4%d7%95%d7%a4-%d7%99%d7%a9%d7%a8%d7%90%d7%9c/459934250,459934250,BrainPOP,"71 W 23rd St, Fl 17, New York City, New York, 10010, United States",www.brainpop.com,174,,,$29 Million,(212) 574-6000,"82,829","611710,61171","Founded in 1999, BrainPOP is an online educational solution. They are based in New York City....",Education General|Education,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/brainpop.com"
12,https://www.zoominfo.com/c/%e2%80%8bsmi-demolition/410285699,410285699,?SMI Demolition,"PO Box 1800, El Cerrito, California, 94530, United States",www.smidemolitioninc.com,9,,,$2 Million,,,,"SMI demolition is a licensed, full service demolition contractor specializing in complete range of demolition, deconstruction, excavation and recycling services...",Commercial & Residential Construction|Construction,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/smidemolitioninc.com"
13,https://www.zoominfo.com/c/%e2%80%98ike/454745753,454745753,Ike Hawaii,"1585 Kapiolani Blvd, Ste 1800, Honolulu, Hawaii, 96814, United States",www.ikehawaii.com,19,,,$3 Million,(808) 942-8108,,,,,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/ikehawaii.com"
14,https://www.zoominfo.com/c/%e2%80%98wichcraft/404077912,404077912,Wichcraft,"1 Rockefeller Plz, New York City, New York, 10020, United States",wichcraft.com,13,,,$2 Million,(212) 780-0577,,"722,7225",,,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/wichcraft.com"
15,https://www.zoominfo.com/c/%e6%b7%b1%e5%9c%b3%e5%b8%82%e9%bb%91%e4%ba%91%e4%bf%a1%e6%81%af%e6%8a%80%e6%9c%af%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8-ash-cloud/395589106,395589106,Ash Cloud,"4801 W Jefferson Blvd, Los Angeles, California, 90016, United States",www.ashcloud.com,19,,,$3 Million,,,,,,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/ashcloud.com"
16,https://www.zoominfo.com/c/%eb%af%b8%ec%a3%bc%ed%97%a4%eb%9f%b4%eb%93%9c%ea%b2%bd%ec%a0%9c-korea-herald-business-daily/371684446,371684446,??????? Korea Herald Business Daily,"3325 Wilshire Blvd.,#628, Los Angeles, California, 90010, United States",www.koreaheraldbiz.com,1,,,"$193,000",,"2711,271",51,,Newspapers & News Services|Media & Internet,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/koreaheraldbiz.com"
17,https://www.zoominfo.com/c/0c10-inc/455439510,455439510,OC10,"615 S College St, Charlotte, North Carolina, 28202, United States",oc10.com,17,,,$3 Million,(704) 727-6363,,,Oc10 is a growing and dynamic organization with a global vision for providing world class IT and Engineering services. Octane is a unique fusion of experience a...,,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/oc10.com"
18,https://www.zoominfo.com/c/1000bulbs/62508063,62508063,1000Bulbs,"2140 Merritt Dr, Garland, Texas, 75041, United States",www.1000bulbs.com,100,,,$19 Million,(972) 288-2277,"59,596","453,454","Founded in 1994, 1000Bulbs is an internet-based lighting retailer. The company offers everything from simple, household light bulbs to cutting-edge specialty li...",Retail General|Retail,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/1000bulbs.com"
19,https://www.zoominfo.com/c/1000-kilometers/467468473,467468473,1000 kilometers,"662 E 4025th S, Unit G, Salt Lake City, Utah, 84107, United States",www.1000kilometers.com,5,,,$1 Million,,,,,,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/1000kilometers.com"
20,https://www.zoominfo.com/c/1000passions/355333631,355333631,1000Passions,"125 Spencer Pl., Mamaroneck, New York, 10543, United States",www.1000passions.com,,,,,,,,"Come behind the scenes and discover a world of unique and exciting experiences. If you want to do something really different, check out our portfolio of custom-designed and private events....",,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/1000passions.com"
21,https://www.zoominfo.com/c/1000-speer-by-windsor/477849374,477849374,1000 Speer by Windsor,"1000 Speer Blvd, Denver, Colorado, 80204, United States",1000speerbywindsor.com,,,,,(303) 575-6853,,,"Discover our luxury apartments! 1000 Speer by Windsor offers studio, 1, 2 & 3 bedroom apartments for rent in Golden Triangle, Denver. Contact us today!...",,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/1000speerbywindsor.com"
22,https://www.zoominfo.com/c/100blackmenlbccom/346343784,346343784,Black Men of Long Beach,"701 Pine Ave, #130, Long Beach, California, 90813, United States",www.100blackmenlbc.com,2,,,"$407,000",(951) 842-8221,,,"The 100 Black Men Of Long Beach, Inc. believes: The members are building strong relationships between adult men, young male adults, male teens and boys by provi...",,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/100blackmenlbc.com"
23,https://www.zoominfo.com/c/100candlescom/353988762,353988762,100Candles,"100 Candles 3710 S. Alameda St, Los Angeles, California, 90058, United States",www.100candles.com,2,,,"$407,000",(866) 611-8686,,,"At 100Candles.Com, we are always working to find unique items that make a big impact in the marketplace. Let us help you add excitement and flair to your next...",,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/100candles.com"
24,https://www.zoominfo.com/c/100-club-of-anne-arundel-county/366434472,366434472,100 Club of Anne Arundel County,"P.O. Box 911, Pasadena, Maryland, 21123, United States",www.aa100club.org,6,,,,,,,The Substance Abuse Prevention Coalitions in Anne Arundel County work to promote public health & safety by reducing drug and alcohol abuse among youth....,,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/aa100club.org"
25,https://www.zoominfo.com/c/100-fabric-inc/17307371,17307371,100% FABRIC,"816 E 9TH St., Los Angeles, California, 90021, United States",www.assaltex.com,21,,,$4 Million,(213) 614-7922,23,,,Textiles & Apparel|Consumer Goods|Manufacturing,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/assaltex.com"
26,https://www.zoominfo.com/c/100john/363041224,363041224,100John,"100 John St, New York City, New York, 10038, United States",www.100john.com,21,,,$5 Million,(212) 489-6666,"6531,653","531110,53111",,Real Estate,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/100john.com"
27,https://www.zoominfo.com/c/100-thieves-llc/444766041,444766041,100 Thieves,"6050 W Jefferson Blvd, Los Angeles, California, 90016, United States",www.100thieves.com,10,,,$2 Million,,,,"100 Thieves was founded in 2017 by Matthew ""Nadeshot"" Haag, the former OpTic Gaming Call of Duty captain, X Games gold medalist, and 2014 Esports Athlete of the...",,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/100thieves.com"
28,https://www.zoominfo.com/c/100th-monkey-llc/359293061,359293061,100th Monkey,"2055 Walton Rd, Ste 111, St. Louis, Missouri, 63114, United States",100thmm.com,26,,,$5 Million,(636) 789-1776,,,"Her company, 100th Monkey Media, specializes in creating, developing and managing an active and engaging social media presence for both the B2B and B2C clients....",,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/100thmm.com"
29,https://www.zoominfo.com/c/100thpenncom/354384715,354384715,The 100th,"P.O. Box 1415, Winchester, Virginia, 22604, United States",www.100thpenn.com,21,,,$4 Million,,,,,,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/100thpenn.com"
30,https://www.zoominfo.com/c/100th-pennsylvania-company/354384715,354384715,The 100th,"P.O. Box 1415, Winchester, Virginia, 22604, United States",www.100thpenn.com,21,,,$4 Million,,,,,,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/100thpenn.com"
31,https://www.zoominfo.com/c/100x-development-foundation/256901285,256901285,100X Development Foundation,"7020 Fain Park Dr, Ste 5, Montgomery, Alabama, 36117, United States",www.100xdevelopment.com,35,,,,(334) 387-1178,86,,The 100X Development Foundation is a nonprofit organization dedicated to leveraging resources to generate and support creative solutions to eradicate poverty an...,Charitable Organizations & Foundations|Organizations,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/100xdevelopment.com"
32,https://www.zoominfo.com/c/101/83231670,83231670,101,"4791 W 900th S, Pendleton, Indiana, 46064, United States",www.101-inc.com,26,,,$5 Million,(765) 778-1101,49,"221,22","Nutrition 101 was formed in 1987. Originally, the company manufactured feed and nutritional products for livestock. In the early 1990's, the company changed i...","Waste Treatment, Environmental Services & Recycling|Energy, Utilities & Waste Treatment","https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/101-inc.com"
33,https://www.zoominfo.com/c/1010wins/249610442,249610442,1010Wins,"1010 Wins 888 Seventh Avenue -, Fl 10, New York City, New York, 10106, United States",www.1010wins.com,43,,,$9 Million,(212) 397-1010,"48,4832","5151,51","1010 WINS and 1010wins.com serve New York, New Jersey and Connecticut with news, traffic and AccuWeather 24/7. Listen live worldwide at 1010wins.com. 1010 WINS ...",Radio Stations|Broadcasting|Media & Internet,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/1010wins.com"
34,https://www.zoominfo.com/c/1010winscom/249610442,249610442,1010Wins,"1010 Wins 888 Seventh Avenue -, Fl 10, New York City, New York, 10106, United States",www.1010wins.com,43,,,$9 Million,(212) 397-1010,"48,4832","5151,51","1010 WINS and 1010wins.com serve New York, New Jersey and Connecticut with news, traffic and AccuWeather 24/7. Listen live worldwide at 1010wins.com. 1010 WINS ...",Radio Stations|Broadcasting|Media & Internet,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/1010wins.com"
35,https://www.zoominfo.com/c/1011-now/28837232,28837232,1011 NOW,"840 North 40th, Lincoln, Nebraska, 68503, United States",www.1011now.com,152,,,$29 Million,(402) 467-4321,"73,738","5151,51711","KOLN 1011 is a television station. It provides news, sports, travel, and business news. The company was established in 1953 and is based in Lincoln, Nebraska....",Search Engines & Internet Portals|Newspapers & News Services|Media & Internet,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/1011now.com"
36,https://www.zoominfo.com/c/101domain/85528509,85528509,101domain,"3220 Executive Rdg, Ste 101, Vista, California, 92081, United States",www.101domain.com,63,,,$25 Million,(760) 444-8674,"73,737","541,5415","101domain, Inc. provides international domain name registration and management services. It offers corporate domain management services, which include Domain Se...",Business Services General|Business Services,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/101domain.com"
37,https://www.zoominfo.com/c/101-exhibit/359020443,359020443,101 EXHIBIT,"101 NE 40th St, Miami, Florida, 33137, United States",www.101exhibit.com,85,,,,(305) 573-2101,"8412,841","712,71","101/exhibit is a contemporary art program dedicated to presenting international emerging and established talent. Spanning multiple mediums, with a particular focus on figurative painting and drawing, the gallery engages its audience with a finely tuned roster of artists in consistent and flourishing...",Museums & Art Galleries|Cultural,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/101exhibit.com"
38,https://www.zoominfo.com/c/1029thebuzzcom/348096158,348096158,Buzz Sessions,"1824 Murfreesboro Pike, Nashville, Tennessee, 37217, United States",www.1029thebuzz.com,21,,,$4 Million,(615) 399-1029,"7929,792","713,71","We are Nashville's Rock Station, 102.9 The Buzz...",Music & Music Related Services|Media & Internet,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/1029thebuzz.com"
39,https://www.zoominfo.com/c/1031-corporation/371593926,371593926,1031,"1707 N Main St, Longmont, Colorado, 80501, United States",www.efirstbank1031.com,8,,,$2 Million,(303) 684-6899,"6531,653","531,5312","We have the knowledge, training, expertise and documentation necessary to accomplish any tax-deferred exchange. We appreciate clients who desire and expect as...",Real Estate,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/efirstbank1031.com"
40,https://www.zoominfo.com/c/1031vest/231342111,231342111,1031Vest,"44 Wall St, Fl 10, New York City, New York, 10005, United States",www.1031vest.com,7,,,$1 Million,(212) 336-1440,"6531,653","531,5312","1031Vest, LLC prides itself on offering the highest level of service to real estate professionals throughout the United States. When you select 1031Vest as your...",Real Estate,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/1031vest.com"
41,https://www.zoominfo.com/c/10--41athleticscom/458915594,458915594,10-41Athletics,"9288 Stouts Rd, Kimberly, Alabama, 35091, United States",10-41athletics.com,18,,,$3 Million,(205) 500-9261,,,"10-41 is the first facility in the state of Alabama to develop and utilize a full time physical therapist alongside our coaching staff. We provide, ""professiona...",,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/10-41athletics.com"
42,https://www.zoominfo.com/c/1049maxcountrycom/345274649,345274649,The Nebraska Rural Radio Association,"616 Bradford, Seward, Nebraska, 68434, United States",1049maxcountry.com,94,,,,,86,"5151,51",,Membership Organizations|Organizations,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/1049maxcountry.com"
43,https://www.zoominfo.com/c/10--4com/371698712,371698712,10-4 Systems,"4888 Pearl East Cir, Ste 300W, Boulder, Colorado, 80301, United States",www.10-4.com,51,,,$9 Million,(855) 218-5770,"737,73","5182,51","We are a well-funded startup located in beautiful Boulder, CO, with a tremendous opportunity ahead. The team is committed to agile value delivery and solid engi...",Engineering Software|Software Development & Design|Software,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/10-4.com"
44,https://www.zoominfo.com/c/108contemporary/368167167,368167167,108|Contemporary,"12 Pm - 5 Pm 108 E Reconciliation Way, Tulsa, Oklahoma, 74103, United States",www.108contemporary.org,56,,,,(918) 895-6302,,,"Brady Craft Inc., dba 108|Contemporary, is a charitable organization under Section 501(c)(3) of the Internal Revenue Code. 108|Contempoary is an equal opportuni...",,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/108contemporary.org"
45,https://www.zoominfo.com/c/10deep/343292377,343292377,10DEEP,"68 Jay St., Ste. 511, Brooklyn, New York, 11201, United States",www.10deep.com,29,,,$5 Million,(718) 522-2204,"513,51","42,424","10.Deep is one of the original New York streetwear brands. Through bold graphics and quality design, we create apparel that intelligently conjures thoughts of m...",Apparel & Accessories Retail|Retail,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/10deep.com"
46,https://www.zoominfo.com/c/10dsecuritycom/353665078,353665078,10Dsecurity,"8717 W 110th St, Overland Park, Kansas, 66210, United States",www.10dsecurity.com,49,,,$9 Million,(913) 529-1031,"73,737","541199,541",10-D Security is an independent information security and compliance firm specializing in Financial Institutions. Their professionals provide IT Security and Com...,Business Services General|Business Services,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/10dsecurity.com"
47,https://www.zoominfo.com/c/10news/21414817,21414817,ABC 10News San Diego,"4600 Air Way, San Diego, California, 92102, United States",www.10news.com,324,,,$69 Million,(619) 237-1010,"48,4833","81311,5151","Founded in 1953, ABC 10News San Diego is an ABC-affiliated television station owned by the Scripps Company. The company is headquartered in San Diego, Californi...",Television Stations|Broadcasting|Media & Internet,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/10news.com"
48,https://www.zoominfo.com/c/10ofthose/401859033,401859033,10ofthose,"900 E Jefferson St, La Grange, Kentucky, 40031, United States",www.10ofthose.com,34,,,$6 Million,(502) 222-0191,"5942,594","453,4539","About us: 10ofThose is committed to selling quality resources that hold to the Bible, in large numbers. We are known for selling trusted resources, at great pri...","Record, Video & Book Stores|Retail","https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/10ofthose.com"
49,https://www.zoominfo.com/c/10ozcom/346712946,346712946,10oz.com,"48 Hidden Cove Dr, Southampton, Pennsylvania, 18966, United States",www.10oz.com,26,,,$5 Million,(267) 992-1585,"737,73","541,5414",,Multimedia & Graphic Design|Business Services|Software & Technical Consulting|Software,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/10oz.com"
50,https://www.zoominfo.com/c/10-red-design/358381117,358381117,10 Red Design,"1400 Us Route 20, Skaneateles, New York, 13152, United States",www.10reddesign.com,22,,,$4 Million,(315) 685-1717,,,We translate strategy into persuasive experiences. Shopper Based Design is in our blood. Retail is our language. We tackle problems others walk away from....,,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/10reddesign.com"
51,https://www.zoominfo.com/c/10tenstudioscom/371740907,371740907,10ten Studios,"2900 Orchard Lake Rd. Ste. 6, Keego Harbor, Michigan, 48320, United States",www.10tenstudios.com,27,,,$5 Million,(248) 481-4147,48,"512,51","Detroit Michigan Corporate Video Production Services, Commercial Video Production, Photography, and Broadcast Television Crews since 1994....",Broadcasting|Media & Internet,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/10tenstudios.com"
52,https://www.zoominfo.com/c/10thfloorbrokerscom/415831075,415831075,10th Floor Brokers,"1313 W 26th St., Minneapolis, Minnesota, 55405, United States",10thfloorbrokers.com,20,,,$4 Million,,,,"At 10th Floor, we've redefined the renting experience in the Twin Cities....",,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/10thfloorbrokers.com"
53,https://www.zoominfo.com/c/10tvcom/41582797,41582797,WBNS-10TV,"770 Twin Rivers Dr, Columbus, Ohio, 43215, United States",www.10tv.com,127,,,$35 Million,(614) 460-3700,"48,483","5151,512191","WBNS-10TV, founded in 1949 and based in Columbus, Ohio, is a television station broadcasting news and entertainment programming. The station is an affiliate of...",Television Stations|Broadcasting|Media & Internet|Film/Video Production & Services,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/10tv.com"
54,https://www.zoominfo.com/c/10up-inc/371603215,371603215,10up,"2765 Carradale Dr, Roseville, California, 95661, United States",www.10up.com,143,,,$10 Million,(888) 571-7130,"73,737","541,5415","Founded in 2011, At 10up they make content management as simple as possible with their premiere web development & design consulting services, by contributing to...",Software & Technical Consulting|Software Development & Design|Software,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/10up.com"
55,https://www.zoominfo.com/c/10xbeta/357067811,357067811,10XBeta,"19 Morris Ave, Brooklyn, New York, 11205, United States",www.10xbeta.com,15,,,$2 Million,(917) 573-6502,"73,738","541,541420","10XBeta is a New York based product development firm with additional offices in San Francisco, Johannesburg and Amsterdam....",,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/10xbeta.com"
56,https://www.zoominfo.com/c/10xemcom/470725852,470725852,10X Engineered Materials,"1162 Manchester Ave, Wabash, Indiana, 46992, United States",10xem.com,16,,,$3 Million,(260) 209-1207,28,"3279,327","10X Engineered Materials is a technology-driven manufacturer producing a new class of sustainable, high-performance abrasives that address OSHA's free silica ru...","Chemicals|Chemicals, Petrochemicals, Glass & Gases|Manufacturing","https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/10xem.com"
57,https://www.zoominfo.com/c/10xgolf/398965688,398965688,10xGolf,"2310 S Airport Blvd, Ste 15, Chandler, Arizona, 85286, United States",www.10xgolf.com,16,,,$3 Million,(480) 519-0326,,,,,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/10xgolf.com"
58,https://www.zoominfo.com/c/10x-people-llc/358414827,358414827,10X People,"1101 W Mineral Ave, Ste 102, Littleton, Colorado, 80120, United States",www.10xpeople.com,35,,,$7 Million,,,"541512,541",10X People is a innovative and disruptive provider of numbering and inventory products. ...,,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/10xpeople.com"
59,https://www.zoominfo.com/c/10zig-technology/350876631,350876631,10ZiG Technology,"23309 N. 17th Dr #100, Phoenix, Arizona, 85027, United States",www.10zig.com,200,,,$39 Million,+44 116 214 8650,"35,357","42343,3341","Founded in 2003 and headquartered in Phoenix, Arizona. 10ZiG Technology provides Thin Client & Zero Client endpoint devices for virtual desktops (VDI). 10ZiG pr...",Computer Storage Equipment|Computer Equipment & Peripherals|Manufacturing,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/10zig.com"
60,https://www.zoominfo.com/c/1105-media/343299852,343299852,1105 Media,"6300 Canoga Ave, Suite 1150, Woodland Hills, California, 91367, United States",www.1105media.com,300,,,$147 Million,(818) 814-5200,"73,737","518210,51821","1105 Media is a business-to-business (B2B) services provider. They are based in Woodland Hills, California....",Business Services General|Business Services,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/1105media.com"
61,https://www.zoominfo.com/c/1111--mcom/368216290,368216290,Eleven Eleven Mississippi,"1111 Mississippi St, St. Louis, Missouri, 63104, United States",www.1111-m.com,18,,,$3 Million,(314) 241-9999,"581,58","722,72",Serving Award Winning Tuscan California Cuisine Since 2003 In 2012 Paul & Wendy Hamilton were named ...,Restaurants|Hospitality,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/1111-m.com"
62,https://www.zoominfo.com/c/112-pizzeria-bistro/411232608,411232608,112 Pizzeria & Bistro,"2528 S Adams Rd, Rochester, Michigan, 48309, United States",112pizzeriabistro.com,19,,,$3 Million,(248) 289-6164,"581,58","7225,722","View the menu, hours, address and photos for 112 Pizzeria & Bistro in Rochester Hills, MI. Order online for delivery or pickup from Slicelife.com....",Restaurants|Hospitality,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/112pizzeriabistro.com"
63,https://www.zoominfo.com/c/1154-lill-studio/372056803,372056803,1154 LILL Studio,"220 Newbury St., Boston, Massachusetts, 02116, United States",www.1154lill.com,31,,,$6 Million,(617) 247-1154,,,"Here are 1154lill.com we provide high value to our beloved clients, since we want what is best for them from the services we offer. To be of help is our primary...",,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/1154lill.com"
64,https://www.zoominfo.com/c/116th-street-block-association-inc/374807239,374807239,116TH STREET BLOCK ASSOCIATION,"23 E 115th St, New York City, New York, 10029, United States",www.116blockassociation.com,16,,,,(646) 858-1219,,,"We are a community-based, non-profit tax-exempt organization that was founded in 1976 to address what were then critical economic and social problems affecting ...",,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/116blockassociation.com"
65,https://www.zoominfo.com/c/11capitalfinance-llc/409230465,409230465,11CapitalFinance,"20 West Vine St. #575, Lansdale, Pennsylvania, 19446, United States",www.11capitalfinance.com,10,,,$2 Million,(877) 957-4357,,,,,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/11capitalfinance.com"
66,https://www.zoominfo.com/c/11howardcom/451574189,451574189,11 Howard Hotel,"11 Howard St, New York City, New York, 10013, United States",11howard.com,29,,,$5 Million,,"7011,701","721,72",,Lodging & Resorts|Hospitality,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/11howard.com"
67,https://www.zoominfo.com/c/11th-st-workshop/375277739,375277739,11th St. Workshop,"306 E 11th St, Apt 1C, New York City, New York, 10003, United States",www.11thstworkshop.com,40,,,$8 Million,(818) 962-3234,,"5419,541","We are an army of artists, obsessed with a creative passion to make the unreal, real for our clients. 11th St. Workshop was founded by Louis Asaro in 2004, af...",,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/11thstworkshop.com"
